task_id,program_id,category,original_availability,slice_availability,original_soundness,slice_soundness,original_completeness,slice_completeness,soundness_agreement,completeness_agreement,inconclusive_reason
SQ-026-T02,SQ-026,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-027-T01,SQ-027,Sequential,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-027-T02,SQ-027,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
SQ-028-T01,SQ-028,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-028-T02,SQ-028,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-029-T01,SQ-029,Sequential,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-029-T02,SQ-029,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-030-T01,SQ-030,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
SQ-030-T02,SQ-030,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-031-T01,SQ-031,Sequential,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-031-T02,SQ-031,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-032-T01,SQ-032,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-032-T02,SQ-032,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
SQ-033-T01,SQ-033,Sequential,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-033-T02,SQ-033,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-034-T01,SQ-034,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-034-T02,SQ-034,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-035-T01,SQ-035,Sequential,DEFINITE,DEFINITE,UNSOUND,UNSOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
SQ-035-T02,SQ-035,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-036-T01,SQ-036,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-036-T02,SQ-036,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-037-T01,SQ-037,Sequential,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-037-T02,SQ-037,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
SQ-038-T01,SQ-038,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-038-T02,SQ-038,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-039-T01,SQ-039,Sequential,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-039-T02,SQ-039,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-040-T01,SQ-040,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
SQ-040-T02,SQ-040,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-041-T01,SQ-041,Sequential,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-041-T02,SQ-041,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-042-T01,SQ-042,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-042-T02,SQ-042,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
SQ-043-T01,SQ-043,Sequential,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-043-T02,SQ-043,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-044-T01,SQ-044,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-044-T02,SQ-044,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-045-T01,SQ-045,Sequential,DEFINITE,DEFINITE,UNSOUND,UNSOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
SQ-045-T02,SQ-045,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-046-T01,SQ-046,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-046-T02,SQ-046,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-047-T01,SQ-047,Sequential,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-047-T02,SQ-047,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
SQ-048-T01,SQ-048,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-048-T02,SQ-048,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-049-T01,SQ-049,Sequential,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-049-T02,SQ-049,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-050-T01,SQ-050,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
SQ-050-T02,SQ-050,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-051-T01,SQ-051,Sequential,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-051-T02,SQ-051,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-052-T01,SQ-052,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-052-T02,SQ-052,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
SQ-053-T01,SQ-053,Sequential,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-053-T02,SQ-053,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-054-T01,SQ-054,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-054-T02,SQ-054,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-055-T01,SQ-055,Sequential,DEFINITE,DEFINITE,UNSOUND,UNSOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
SQ-055-T02,SQ-055,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-056-T01,SQ-056,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-056-T02,SQ-056,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-057-T01,SQ-057,Sequential,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-057-T02,SQ-057,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
SQ-058-T01,SQ-058,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-058-T02,SQ-058,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-059-T01,SQ-059,Sequential,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-059-T02,SQ-059,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-060-T01,SQ-060,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
SQ-060-T02,SQ-060,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-061-T01,SQ-061,Sequential,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-061-T02,SQ-061,Sequential,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SQ-062-T01,SQ-062,Sequential,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,NOT_APPLICABLE,NOT_APPLICABLE,MALFORMED_FSF
SQ-062-T02,SQ-062,Sequential,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,NOT_APPLICABLE,NOT_APPLICABLE,UNSUPPORTED_SYMBOL
SQ-063-T01,SQ-063,Sequential,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,NOT_APPLICABLE,NOT_APPLICABLE,EXPRESSION_TRANSLATION_ERROR
SQ-063-T02,SQ-063,Sequential,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,NOT_APPLICABLE,NOT_APPLICABLE,TOOL_EXCEPTION
SL-001-T01,SL-001,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-001-T02,SL-001,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-001-T03,SL-001,Single-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-002-T01,SL-002,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
SL-002-T02,SL-002,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-002-T03,SL-002,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-003-T01,SL-003,Single-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-003-T02,SL-003,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-003-T03,SL-003,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
SL-004-T01,SL-004,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-004-T02,SL-004,Single-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-004-T03,SL-004,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-005-T01,SL-005,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-005-T02,SL-005,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
SL-005-T03,SL-005,Single-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-006-T01,SL-006,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-006-T02,SL-006,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-006-T03,SL-006,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-007-T01,SL-007,Single-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
SL-007-T02,SL-007,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-007-T03,SL-007,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-008-T01,SL-008,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-008-T02,SL-008,Single-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-008-T03,SL-008,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
SL-009-T01,SL-009,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-009-T02,SL-009,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-009-T03,SL-009,Single-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-010-T01,SL-010,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-010-T02,SL-010,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
SL-010-T03,SL-010,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-011-T01,SL-011,Single-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-011-T02,SL-011,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-011-T03,SL-011,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-012-T01,SL-012,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
SL-012-T02,SL-012,Single-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-012-T03,SL-012,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-013-T01,SL-013,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-013-T02,SL-013,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-013-T03,SL-013,Single-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
SL-014-T01,SL-014,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-014-T02,SL-014,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-014-T03,SL-014,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-015-T01,SL-015,Single-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-015-T02,SL-015,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
SL-015-T03,SL-015,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-016-T01,SL-016,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-016-T02,SL-016,Single-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-017-T01,SL-017,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-017-T02,SL-017,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
SL-018-T01,SL-018,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-018-T02,SL-018,Single-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-019-T01,SL-019,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-019-T02,SL-019,Single-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
SL-020-T01,SL-020,Single-path-Loop,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,NOT_APPLICABLE,NOT_APPLICABLE,MALFORMED_FSF
SL-020-T02,SL-020,Single-path-Loop,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,NOT_APPLICABLE,NOT_APPLICABLE,UNSUPPORTED_SYMBOL
SL-021-T01,SL-021,Single-path-Loop,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,NOT_APPLICABLE,NOT_APPLICABLE,EXPRESSION_TRANSLATION_ERROR
SL-021-T02,SL-021,Single-path-Loop,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,NOT_APPLICABLE,NOT_APPLICABLE,TOOL_EXCEPTION
ML-001-T01,ML-001,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-001-T02,ML-001,Multi-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-001-T03,ML-001,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
ML-001-T04,ML-001,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-002-T01,ML-002,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-002-T02,ML-002,Multi-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-002-T03,ML-002,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-002-T04,ML-002,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
ML-003-T01,ML-003,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-003-T02,ML-003,Multi-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-003-T03,ML-003,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-003-T04,ML-003,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-004-T01,ML-004,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
ML-004-T02,ML-004,Multi-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-004-T03,ML-004,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-004-T04,ML-004,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-005-T01,ML-005,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-005-T02,ML-005,Multi-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
ML-005-T03,ML-005,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-005-T04,ML-005,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-006-T01,ML-006,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-006-T02,ML-006,Multi-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-006-T03,ML-006,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
ML-006-T04,ML-006,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-007-T01,ML-007,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-007-T02,ML-007,Multi-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-007-T03,ML-007,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-007-T04,ML-007,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
ML-008-T01,ML-008,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-008-T02,ML-008,Multi-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-008-T03,ML-008,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-008-T04,ML-008,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-009-T01,ML-009,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
ML-009-T02,ML-009,Multi-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-009-T03,ML-009,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-009-T04,ML-009,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-010-T01,ML-010,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-010-T02,ML-010,Multi-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
ML-010-T03,ML-010,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-010-T04,ML-010,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-011-T01,ML-011,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-011-T02,ML-011,Multi-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-011-T03,ML-011,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
ML-011-T04,ML-011,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-012-T01,ML-012,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-012-T02,ML-012,Multi-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-012-T03,ML-012,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-013-T01,ML-013,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
ML-013-T02,ML-013,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-013-T03,ML-013,Multi-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-014-T01,ML-014,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-014-T02,ML-014,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,COMPLETE,COMPLETE,TRUE,TRUE,
ML-014-T03,ML-014,Multi-path-Loop,DEFINITE,DEFINITE,SOUND,SOUND,INCOMPLETE,INCOMPLETE,TRUE,TRUE,
ML-015-T01,ML-015,Multi-path-Loop,DEFINITE,DEFINITE,UNSOUND,UNSOUND,COMPLETE,COMPLETE,TRUE,TRUE,
