task_id,program_id,category,repetition,original_dynamic_ms,slice_dynamic_ms,dynamic_ratio,original_path_derivation_ms,slice_path_derivation_ms,path_derivation_ratio,original_smt_ms,slice_smt_ms,smt_ratio,original_other_ms,slice_slicing_ms,slice_other_ms,original_total_ms,slice_total_ms,total_ratio
SQ-024-T01,SQ-024,Sequential,7,88.27,83.239254,0.943007,129.01,125.660448,0.974036,46.56,45.119699,0.969066,92.344,9.260784,81.539725,356.184,344.81991,0.968095
SQ-024-T01,SQ-024,Sequential,8,91.91,86.671801,0.943007,134.33,130.842323,0.974036,48.48,46.980305,0.969066,96.152,9.642672,84.902188,370.872,359.039288,0.968095
SQ-024-T01,SQ-024,Sequential,9,87.36,82.381118,0.943007,127.68,124.36498,0.974036,46.08,44.654547,0.969066,91.392,9.165312,80.699109,352.512,341.265066,0.968095
SQ-024-T01,SQ-024,Sequential,10,91,85.813664,0.943007,133,129.546854,0.974036,48,46.515153,0.969066,95.2,9.5472,84.061572,367.2,355.484444,0.968095
SQ-024-T02,SQ-024,Sequential,1,113.3,106.389527,0.939007,160.68,159.239744,0.991036,79.31,76.53936,0.965066,123.6515,12.400479,105.247753,476.9415,459.816863,0.964095
SQ-024-T02,SQ-024,Sequential,2,107.8,101.224987,0.939007,152.88,151.50966,0.991036,75.46,72.823857,0.965066,117.649,11.798514,100.138639,453.789,437.495656,0.964095
SQ-024-T02,SQ-024,Sequential,3,112.2,105.356619,0.939007,159.12,157.693727,0.991036,78.54,75.79626,0.965066,122.451,12.280086,104.22593,472.311,455.352622,0.964095
SQ-024-T02,SQ-024,Sequential,4,106.7,100.192079,0.939007,151.32,149.963643,0.991036,74.69,72.080757,0.965066,116.4485,11.678121,99.116816,449.1585,433.031415,0.964095
SQ-024-T02,SQ-024,Sequential,5,111.1,104.323711,0.939007,157.56,156.14771,0.991036,77.77,75.053159,0.965066,121.2505,12.159693,103.204107,467.6805,450.88838,0.964095
SQ-024-T02,SQ-024,Sequential,6,105.6,99.159171,0.939007,149.76,148.417626,0.991036,73.92,71.337656,0.965066,115.248,11.557728,98.094993,444.528,428.567173,0.964095
SQ-024-T02,SQ-024,Sequential,7,110,103.290803,0.939007,156,154.601693,0.991036,77,74.310058,0.965066,120.05,12.0393,102.182284,463.05,446.424139,0.964095
SQ-024-T02,SQ-024,Sequential,8,114.4,107.422435,0.939007,162.24,160.785761,0.991036,80.08,77.282461,0.965066,124.852,12.520872,106.269576,481.572,464.281105,0.964095
SQ-024-T02,SQ-024,Sequential,9,108.9,102.257895,0.939007,154.44,153.055676,0.991036,76.23,73.566958,0.965066,118.8495,11.918907,101.160461,458.4195,441.959898,0.964095
SQ-024-T02,SQ-024,Sequential,10,113.3,106.389527,0.939007,160.68,159.239744,0.991036,79.31,76.53936,0.965066,123.6515,12.400479,105.247753,476.9415,459.816863,0.964095
SQ-025-T01,SQ-025,Sequential,1,125.13,116.997463,0.935007,173.63,171.379147,0.987036,102.82,98.816775,0.961066,140.553,14.095458,130.595073,542.133,531.883916,0.981095
SQ-025-T01,SQ-025,Sequential,2,130.29,121.822101,0.935007,180.79,178.446328,0.987036,107.06,102.891693,0.961066,146.349,14.676714,135.980437,564.489,553.817274,0.981095
SQ-025-T01,SQ-025,Sequential,3,123.84,115.791304,0.935007,171.84,169.612352,0.987036,101.76,97.798045,0.961066,139.104,13.950144,129.248732,536.544,526.400577,0.981095
SQ-025-T01,SQ-025,Sequential,4,129,120.615942,0.935007,179,176.679533,0.987036,106,101.872964,0.961066,144.9,14.5314,134.634096,558.9,548.333934,0.981095
SQ-025-T01,SQ-025,Sequential,5,134.16,125.440579,0.935007,186.16,183.746714,0.987036,110.24,105.947882,0.961066,150.696,15.112656,140.01946,581.256,570.267292,0.981095
SQ-025-T01,SQ-025,Sequential,6,127.71,119.409782,0.935007,177.21,174.912738,0.987036,104.94,100.854234,0.961066,143.451,14.386086,133.287755,553.311,542.850595,0.981095
SQ-025-T01,SQ-025,Sequential,7,132.87,124.23442,0.935007,184.37,181.979919,0.987036,109.18,104.929152,0.961066,149.247,14.967342,138.673119,575.667,564.783952,0.981095
SQ-025-T01,SQ-025,Sequential,8,126.42,118.203623,0.935007,175.42,173.145942,0.987036,103.88,99.835504,0.961066,142.002,14.240772,131.941414,547.722,537.367256,0.981095
SQ-025-T01,SQ-025,Sequential,9,131.58,123.02826,0.935007,182.58,180.213124,0.987036,108.12,103.910423,0.961066,147.798,14.822028,137.326778,570.078,559.300613,0.981095
SQ-025-T01,SQ-025,Sequential,10,125.13,116.997463,0.935007,173.63,171.379147,0.987036,102.82,98.816775,0.961066,140.553,14.095458,130.595073,542.133,531.883916,0.981095
SQ-025-T02,SQ-025,Sequential,1,53,50.456387,0.952007,77,75.69381,0.983036,135,129.203869,0.957066,92.75,9.3015,84.900131,357.75,349.555697,0.977095
SQ-025-T02,SQ-025,Sequential,2,55.12,52.474642,0.952007,80.08,78.721563,0.983036,140.4,134.372023,0.957066,96.46,9.67356,88.296137,372.06,363.537925,0.977095
SQ-025-T02,SQ-025,Sequential,3,52.47,49.951823,0.952007,76.23,74.936872,0.983036,133.65,127.91183,0.957066,91.8225,9.208485,84.05113,354.1725,346.06014,0.977095
SQ-025-T02,SQ-025,Sequential,4,54.59,51.970078,0.952007,79.31,77.964625,0.983036,139.05,133.079985,0.957066,95.5325,9.580545,87.447135,368.4825,360.042368,0.977095
SQ-025-T02,SQ-025,Sequential,5,51.94,49.447259,0.952007,75.46,74.179934,0.983036,132.3,126.619791,0.957066,90.895,9.11547,83.202129,350.595,342.564583,0.977095
SQ-025-T02,SQ-025,Sequential,6,54.06,51.465515,0.952007,78.54,77.207686,0.983036,137.7,131.787946,0.957066,94.605,9.48753,86.598134,364.905,356.546811,0.977095
SQ-025-T02,SQ-025,Sequential,7,51.41,48.942695,0.952007,74.69,73.422996,0.983036,130.95,125.327753,0.957066,89.9675,9.022455,82.353127,347.0175,339.069026,0.977095
SQ-025-T02,SQ-025,Sequential,8,53.53,50.960951,0.952007,77.77,76.450748,0.983036,136.35,130.495907,0.957066,93.6775,9.394515,85.749133,361.3275,353.051254,0.977095
SQ-025-T02,SQ-025,Sequential,9,50.88,48.438131,0.952007,73.92,72.666058,0.983036,129.6,124.035714,0.957066,89.04,8.92944,81.504126,343.44,335.573469,0.977095
SQ-025-T02,SQ-025,Sequential,10,53,50.456387,0.952007,77,75.69381,0.983036,135,129.203869,0.957066,92.75,9.3015,84.900131,357.75,349.555697,0.977095
SQ-026-T01,SQ-026,Sequential,1,74.16,70.304221,0.948007,103,100.840759,0.979036,55.62,54.177534,0.974066,81.473,8.170578,72.304896,314.253,305.797989,0.973095
SQ-026-T01,SQ-026,Sequential,2,70.56,66.891395,0.948007,98,95.945577,0.979036,52.92,51.547556,0.974066,77.518,7.773948,68.79495,298.998,290.953426,0.973095
SQ-026-T01,SQ-026,Sequential,3,73.44,69.621656,0.948007,102,99.861723,0.979036,55.08,53.651538,0.974066,80.682,8.091252,71.602907,311.202,302.829076,0.973095
SQ-026-T01,SQ-026,Sequential,4,69.84,66.20883,0.948007,97,94.96654,0.979036,52.38,51.021561,0.974066,76.727,7.694622,68.092961,295.947,287.984514,0.973095
SQ-026-T01,SQ-026,Sequential,5,72.72,68.939091,0.948007,101,98.882686,0.979036,54.54,53.125543,0.974066,79.891,8.011926,70.900918,308.151,299.860164,0.973095
SQ-026-T01,SQ-026,Sequential,6,69.12,65.526265,0.948007,96,93.987504,0.979036,51.84,50.495566,0.974066,75.936,7.615296,67.390971,292.896,285.015601,0.973095
SQ-026-T01,SQ-026,Sequential,7,72,68.256526,0.948007,100,97.90365,0.979036,54,52.599547,0.974066,79.1,7.9326,70.198928,305.1,296.891251,0.973095
SQ-026-T01,SQ-026,Sequential,8,74.88,70.986787,0.948007,104,101.819796,0.979036,56.16,54.703529,0.974066,82.264,8.249904,73.006886,317.304,308.766901,0.973095
SQ-026-T01,SQ-026,Sequential,9,71.28,67.57396,0.948007,99,96.924613,0.979036,53.46,52.073552,0.974066,78.309,7.853274,69.496939,302.049,293.922339,0.973095
SQ-026-T01,SQ-026,Sequential,10,74.16,70.304221,0.948007,103,100.840759,0.979036,55.62,54.177534,0.974066,81.473,8.170578,72.304896,314.253,305.797989,0.973095
SQ-026-T02,SQ-026,Sequential,1,88.27,83.327524,0.944007,119.31,116.331604,0.975036,80.51,78.099989,0.970066,100.8315,10.111959,89.030762,388.9215,376.901838,0.969095
SQ-026-T02,SQ-026,Sequential,2,91.91,86.763711,0.944007,124.23,121.128784,0.975036,83.83,81.320607,0.970066,104.9895,10.528947,92.702133,404.9595,392.444182,0.969095
SQ-026-T02,SQ-026,Sequential,3,87.36,82.468478,0.944007,118.08,115.132309,0.975036,79.68,77.294834,0.970066,99.792,10.007712,88.112919,384.912,373.016252,0.969095
SQ-026-T02,SQ-026,Sequential,4,91,85.904664,0.944007,123,119.929489,0.975036,83,80.515453,0.970066,103.95,10.4247,91.784291,400.95,388.558596,0.969095
SQ-026-T02,SQ-026,Sequential,5,94.64,89.340851,0.944007,127.92,124.726669,0.975036,86.32,83.736071,0.970066,108.108,10.841688,95.455662,416.988,404.10094,0.969095
SQ-026-T02,SQ-026,Sequential,6,90.09,85.045618,0.944007,121.77,118.730194,0.975036,82.17,79.710298,0.970066,102.9105,10.320453,90.866448,396.9405,384.67301,0.969095
SQ-026-T02,SQ-026,Sequential,7,93.73,88.481804,0.944007,126.69,123.527374,0.975036,85.49,82.930916,0.970066,107.0685,10.737441,94.537819,412.9785,400.215354,0.969095
SQ-026-T02,SQ-026,Sequential,8,89.18,84.186571,0.944007,120.54,117.530899,0.975036,81.34,78.905144,0.970066,101.871,10.216206,89.948605,392.931,380.787424,0.969095
SQ-026-T02,SQ-026,Sequential,9,92.82,87.622758,0.944007,125.46,122.328079,0.975036,84.66,82.125762,0.970066,106.029,10.633194,93.619976,408.969,396.329768,0.969095
SQ-026-T02,SQ-026,Sequential,10,88.27,83.327524,0.944007,119.31,116.331604,0.975036,80.51,78.099989,0.970066,100.8315,10.111959,89.030762,388.9215,376.901838,0.969095
SQ-027-T01,SQ-027,Sequential,1,110,103.400803,0.940007,146,144.837328,0.992036,112,108.199358,0.966066,128.8,12.9168,110.104853,496.8,479.459142,0.965095
SQ-027-T01,SQ-027,Sequential,2,114.4,107.536835,0.940007,151.84,150.630822,0.992036,116.48,112.527332,0.966066,133.952,13.433472,114.509047,516.672,498.637507,0.965095
SQ-027-T01,SQ-027,Sequential,3,108.9,102.366795,0.940007,144.54,143.388955,0.992036,110.88,107.117364,0.966066,127.512,12.787632,109.003804,491.832,474.66455,0.965095
SQ-027-T01,SQ-027,Sequential,4,113.3,106.502827,0.940007,150.38,149.182448,0.992036,115.36,111.445338,0.966066,132.664,13.304304,113.407998,511.704,493.842916,0.965095
SQ-027-T01,SQ-027,Sequential,5,107.8,101.332787,0.940007,143.08,141.940582,0.992036,109.76,106.035371,0.966066,126.224,12.658464,107.902756,486.864,469.869959,0.965095
SQ-027-T01,SQ-027,Sequential,6,112.2,105.468819,0.940007,148.92,147.734075,0.992036,114.24,110.363345,0.966066,131.376,13.175136,112.30695,506.736,489.048324,0.965095
SQ-027-T01,SQ-027,Sequential,7,106.7,100.298779,0.940007,141.62,140.492209,0.992036,108.64,104.953377,0.966066,124.936,12.529296,106.801707,481.896,465.075367,0.965095
SQ-027-T01,SQ-027,Sequential,8,111.1,104.434811,0.940007,147.46,146.285702,0.992036,113.12,109.281351,0.966066,130.088,13.045968,111.205901,501.768,484.253733,0.965095
SQ-027-T01,SQ-027,Sequential,9,105.6,99.264771,0.940007,140.16,139.043835,0.992036,107.52,103.871383,0.966066,123.648,12.400128,105.700658,476.928,460.280776,0.965095
SQ-027-T01,SQ-027,Sequential,10,110,103.400803,0.940007,146,144.837328,0.992036,112,108.199358,0.966066,128.8,12.9168,110.104853,496.8,479.459142,0.965095
SQ-027-T02,SQ-027,Sequential,1,132.87,124.36729,0.936007,174.07,171.987513,0.988036,145.23,139.720801,0.962066,158.2595,15.871167,134.733903,610.4295,586.680673,0.961095
SQ-027-T02,SQ-027,Sequential,2,126.42,118.330043,0.936007,165.62,163.638605,0.988036,138.18,132.938238,0.962066,150.577,15.100722,128.193422,580.797,558.201029,0.961095
SQ-027-T02,SQ-027,Sequential,3,131.58,123.15984,0.936007,172.38,170.317731,0.988036,143.82,138.364288,0.962066,156.723,15.717078,133.425807,604.503,580.984745,0.961095
SQ-027-T02,SQ-027,Sequential,4,125.13,117.122593,0.936007,163.93,161.968823,0.988036,136.77,131.581725,0.962066,149.0405,14.946633,126.885326,574.8705,552.5051,0.961095
SQ-027-T02,SQ-027,Sequential,5,130.29,121.952391,0.936007,170.69,168.64795,0.988036,142.41,137.007775,0.962066,155.1865,15.562989,132.117711,598.5765,575.288816,0.961095
SQ-027-T02,SQ-027,Sequential,6,123.84,115.915144,0.936007,162.24,160.299041,0.988036,135.36,130.225212,0.962066,147.504,14.792544,125.57723,568.944,546.809171,0.961095
SQ-027-T02,SQ-027,Sequential,7,129,120.744942,0.936007,169,166.978168,0.988036,141,135.651263,0.962066,153.65,15.4089,130.809615,592.65,569.592887,0.961095
SQ-027-T02,SQ-027,Sequential,8,134.16,125.574739,0.936007,175.76,173.657295,0.988036,146.64,141.077313,0.962066,159.796,16.025256,136.041999,616.356,592.376602,0.961095
SQ-027-T02,SQ-027,Sequential,9,127.71,119.537492,0.936007,167.31,165.308386,0.988036,139.59,134.29475,0.962066,152.1135,15.254811,129.501518,586.7235,563.896958,0.961095
SQ-027-T02,SQ-027,Sequential,10,132.87,124.36729,0.936007,174.07,171.987513,0.988036,145.23,139.720801,0.962066,158.2595,15.871167,134.733903,610.4295,586.680673,0.961095
SQ-028-T01,SQ-028,Sequential,1,51.41,48.994105,0.953007,64.99,63.952532,0.984036,58.2,55.759423,0.958066,61.11,6.12846,55.712226,235.71,230.546747,0.978095
SQ-028-T01,SQ-028,Sequential,2,53.53,51.014481,0.953007,67.67,66.58975,0.984036,60.6,58.058781,0.958066,63.63,6.38118,58.009638,245.43,240.053829,0.978095
SQ-028-T01,SQ-028,Sequential,3,50.88,48.489011,0.953007,64.32,63.293227,0.984036,57.6,55.184584,0.958066,60.48,6.06528,55.137873,233.28,228.169976,0.978095
SQ-028-T01,SQ-028,Sequential,4,53,50.509387,0.953007,67,65.930445,0.984036,60,57.483942,0.958066,63,6.318,57.435285,243,237.677058,0.978095
SQ-028-T01,SQ-028,Sequential,5,55.12,52.529762,0.953007,69.68,68.567663,0.984036,62.4,59.783299,0.958066,65.52,6.57072,59.732696,252.72,247.184141,0.978095
SQ-028-T01,SQ-028,Sequential,6,52.47,50.004293,0.953007,66.33,65.271141,0.984036,59.4,56.909102,0.958066,62.37,6.25482,56.860932,240.57,235.300288,0.978095
SQ-028-T01,SQ-028,Sequential,7,54.59,52.024668,0.953007,69.01,67.908359,0.984036,61.8,59.20846,0.958066,64.89,6.50754,59.158343,250.29,244.80737,0.978095
SQ-028-T01,SQ-028,Sequential,8,51.94,49.499199,0.953007,65.66,64.611836,0.984036,58.8,56.334263,0.958066,61.74,6.19164,56.286579,238.14,232.923517,0.978095
SQ-028-T01,SQ-028,Sequential,9,54.06,51.519575,0.953007,68.34,67.249054,0.984036,61.2,58.63362,0.958066,64.26,6.44436,58.58399,247.86,242.4306,0.978095
SQ-028-T01,SQ-028,Sequential,10,51.41,48.994105,0.953007,64.99,63.952532,0.984036,58.2,55.759423,0.958066,61.11,6.12846,55.712226,235.71,230.546747,0.978095
SQ-028-T02,SQ-028,Sequential,1,72,68.328526,0.949007,90,88.203285,0.980036,89,84.911847,0.954066,87.85,8.8101,79.818297,338.85,330.072054,0.974095
SQ-028-T02,SQ-028,Sequential,2,74.88,71.061667,0.949007,93.6,91.731416,0.980036,92.56,88.308321,0.954066,91.364,9.162504,83.011029,352.404,343.274936,0.974095
SQ-028-T02,SQ-028,Sequential,3,71.28,67.64524,0.949007,89.1,87.321252,0.980036,88.11,84.062728,0.954066,86.9715,8.721999,79.020114,335.4615,326.771333,0.974095
SQ-028-T02,SQ-028,Sequential,4,74.16,70.378381,0.949007,92.7,90.849383,0.980036,91.67,87.459202,0.954066,90.4855,9.074403,82.212846,349.0155,339.974215,0.974095
SQ-028-T02,SQ-028,Sequential,5,70.56,66.961955,0.949007,88.2,86.439219,0.980036,87.22,83.21361,0.954066,86.093,8.633898,78.221931,332.073,323.470613,0.974095
SQ-028-T02,SQ-028,Sequential,6,73.44,69.695096,0.949007,91.8,89.96735,0.980036,90.78,86.610084,0.954066,89.607,8.986302,81.414663,345.627,336.673495,0.974095
SQ-028-T02,SQ-028,Sequential,7,69.84,66.27867,0.949007,87.3,85.557186,0.980036,86.33,82.364491,0.954066,85.2145,8.545797,77.423748,328.6845,320.169892,0.974095
SQ-028-T02,SQ-028,Sequential,8,72.72,69.011811,0.949007,90.9,89.085318,0.980036,89.89,85.760965,0.954066,88.7285,8.898201,80.61648,342.2385,333.372774,0.974095
SQ-028-T02,SQ-028,Sequential,9,69.12,65.595385,0.949007,86.4,84.675153,0.980036,85.44,81.515373,0.954066,84.336,8.457696,76.625565,325.296,316.869172,0.974095
SQ-028-T02,SQ-028,Sequential,10,72,68.328526,0.949007,90,88.203285,0.980036,89,84.911847,0.954066,87.85,8.8101,79.818297,338.85,330.072054,0.974095
SQ-029-T01,SQ-029,Sequential,1,93.73,88.575534,0.945007,116.39,113.600888,0.976036,121.54,118.023324,0.971066,116.081,11.641266,102.510244,447.741,434.351256,0.970095
SQ-029-T01,SQ-029,Sequential,2,89.18,84.275751,0.945007,110.74,108.086282,0.976036,115.64,112.294037,0.971066,110.446,11.076156,97.534019,426.006,413.266244,0.970095
SQ-029-T01,SQ-029,Sequential,3,92.82,87.715578,0.945007,115.26,112.497967,0.976036,120.36,116.877467,0.971066,114.954,11.528244,101.514999,443.394,430.134254,0.970095
SQ-029-T01,SQ-029,Sequential,4,88.27,83.415794,0.945007,109.61,106.98336,0.976036,114.46,111.148179,0.971066,109.319,10.963134,96.538773,421.659,409.049241,0.970095
SQ-029-T01,SQ-029,Sequential,5,91.91,86.855621,0.945007,114.13,111.395045,0.976036,119.18,115.731609,0.971066,113.827,11.415222,100.519754,439.047,425.917251,0.970095
SQ-029-T01,SQ-029,Sequential,6,87.36,82.555838,0.945007,108.48,105.880439,0.976036,113.28,110.002322,0.971066,108.192,10.850112,95.543528,417.312,404.832239,0.970095
SQ-029-T01,SQ-029,Sequential,7,91,85.995664,0.945007,113,110.292124,0.976036,118,114.585752,0.971066,112.7,11.3022,99.524509,434.7,421.700249,0.970095
SQ-029-T01,SQ-029,Sequential,8,94.64,89.435491,0.945007,117.52,114.703809,0.976036,122.72,119.169182,0.971066,117.208,11.754288,103.505489,452.088,438.568259,0.970095
SQ-029-T01,SQ-029,Sequential,9,90.09,85.135708,0.945007,111.87,109.189203,0.976036,116.82,113.439894,0.971066,111.573,11.189178,98.529264,430.353,417.483246,0.970095
SQ-029-T01,SQ-029,Sequential,10,93.73,88.575534,0.945007,116.39,113.600888,0.976036,121.54,118.023324,0.971066,116.081,11.641266,102.510244,447.741,434.351256,0.970095
SQ-029-T02,SQ-029,Sequential,1,106.7,100.405479,0.941007,131.92,128.231055,0.972036,142.59,137.893897,0.967066,133.4235,13.380471,117.273893,514.6335,497.184795,0.966095
SQ-029-T02,SQ-029,Sequential,2,111.1,104.545911,0.941007,137.36,133.518933,0.972036,148.47,143.580244,0.967066,138.9255,13.932243,122.10993,535.8555,517.687261,0.966095
SQ-029-T02,SQ-029,Sequential,3,105.6,99.370371,0.941007,130.56,126.909085,0.972036,141.12,136.472311,0.967066,132.048,13.242528,116.064884,509.328,492.059178,0.966095
SQ-029-T02,SQ-029,Sequential,4,110,103.510803,0.941007,136,132.196964,0.972036,147,142.158657,0.967066,137.55,13.7943,120.900921,530.55,512.561644,0.966095
SQ-029-T02,SQ-029,Sequential,5,114.4,107.651235,0.941007,141.44,137.484842,0.972036,152.88,147.845003,0.967066,143.052,14.346072,125.736958,551.772,533.06411,0.966095
SQ-029-T02,SQ-029,Sequential,6,108.9,102.475695,0.941007,134.64,130.874994,0.972036,145.53,140.73707,0.967066,136.1745,13.656357,119.691912,525.2445,507.436028,0.966095
SQ-029-T02,SQ-029,Sequential,7,113.3,106.616127,0.941007,140.08,136.162872,0.972036,151.41,146.423417,0.967066,141.6765,14.208129,124.527948,546.4665,527.938493,0.966095
SQ-029-T02,SQ-029,Sequential,8,107.8,101.440587,0.941007,133.28,129.553024,0.972036,144.06,139.315484,0.967066,134.799,13.518414,118.482902,519.939,502.310411,0.966095
SQ-029-T02,SQ-029,Sequential,9,112.2,105.581019,0.941007,138.72,134.840903,0.972036,149.94,145.00183,0.967066,140.301,14.070186,123.318939,541.161,522.812877,0.966095
SQ-029-T02,SQ-029,Sequential,10,106.7,100.405479,0.941007,131.92,128.231055,0.972036,142.59,137.893897,0.967066,133.4235,13.380471,117.273893,514.6335,497.184795,0.966095
SQ-030-T01,SQ-030,Sequential,1,129,120.873942,0.937007,159,157.256803,0.989036,66,63.562336,0.963066,123.9,12.4254,105.666668,477.9,459.785148,0.962095
SQ-030-T01,SQ-030,Sequential,2,134.16,125.708899,0.937007,165.36,163.547075,0.989036,68.64,66.104829,0.963066,128.856,12.922416,109.893335,497.016,478.176554,0.962095
SQ-030-T01,SQ-030,Sequential,3,127.71,119.665202,0.937007,157.41,155.684235,0.989036,65.34,62.926712,0.963066,122.661,12.301146,104.610001,473.121,455.187297,0.962095
SQ-030-T01,SQ-030,Sequential,4,132.87,124.50016,0.937007,163.77,161.974507,0.989036,67.98,65.469206,0.963066,127.617,12.798162,108.836668,492.237,473.578703,0.962095
SQ-030-T01,SQ-030,Sequential,5,126.42,118.456463,0.937007,155.82,154.111667,0.989036,64.68,62.291089,0.963066,121.422,12.176892,103.553335,468.342,450.589445,0.962095
SQ-030-T01,SQ-030,Sequential,6,131.58,123.29142,0.937007,162.18,160.401939,0.989036,67.32,64.833582,0.963066,126.378,12.673908,107.780001,487.458,468.980851,0.962095
SQ-030-T01,SQ-030,Sequential,7,125.13,117.247723,0.937007,154.23,152.539099,0.989036,64.02,61.655466,0.963066,120.183,12.052638,102.496668,463.563,445.991594,0.962095
SQ-030-T01,SQ-030,Sequential,8,130.29,122.082681,0.937007,160.59,158.829371,0.989036,66.66,64.197959,0.963066,125.139,12.549654,106.723335,482.679,464.383,0.962095
SQ-030-T01,SQ-030,Sequential,9,123.84,116.038984,0.937007,152.64,150.966531,0.989036,63.36,61.019842,0.963066,118.944,11.928384,101.440001,458.784,441.393742,0.962095
SQ-030-T01,SQ-030,Sequential,10,129,120.873942,0.937007,159,157.256803,0.989036,66,63.562336,0.963066,123.9,12.4254,105.666668,477.9,459.785148,0.962095
SQ-030-T02,SQ-030,Sequential,1,54.59,50.932868,0.933007,58.71,57.831493,0.985036,97.85,93.844578,0.959066,73.9025,7.411365,69.073142,285.0525,279.093446,0.979095
SQ-030-T02,SQ-030,Sequential,2,51.94,48.460399,0.933007,55.86,55.024139,0.985036,93.1,89.289016,0.959066,70.315,7.05159,65.720077,271.215,265.545221,0.979095
SQ-030-T02,SQ-030,Sequential,3,54.06,50.438375,0.933007,58.14,57.270022,0.985036,96.9,92.933466,0.959066,73.185,7.33941,68.402529,282.285,276.383801,0.979095
SQ-030-T02,SQ-030,Sequential,4,51.41,47.965905,0.933007,55.29,54.462668,0.985036,92.15,88.377904,0.959066,69.5975,6.979635,65.049464,268.4475,262.835576,0.979095
SQ-030-T02,SQ-030,Sequential,5,53.53,49.943881,0.933007,57.57,56.708551,0.985036,95.95,92.022353,0.959066,72.4675,7.267455,67.731916,279.5175,273.674156,0.979095
SQ-030-T02,SQ-030,Sequential,6,50.88,47.471411,0.933007,54.72,53.901197,0.985036,91.2,87.466791,0.959066,68.88,6.90768,64.378851,265.68,260.125931,0.979095
SQ-030-T02,SQ-030,Sequential,7,53,49.449387,0.933007,57,56.14708,0.985036,95,91.111241,0.959066,71.75,7.1955,67.061303,276.75,270.964511,0.979095
SQ-030-T02,SQ-030,Sequential,8,55.12,51.427362,0.933007,59.28,58.392964,0.985036,98.8,94.755691,0.959066,74.62,7.48332,69.743755,287.82,281.803091,0.979095
SQ-030-T02,SQ-030,Sequential,9,52.47,48.954893,0.933007,56.43,55.585609,0.985036,94.05,90.200128,0.959066,71.0325,7.123545,66.39069,273.9825,268.254866,0.979095
SQ-030-T02,SQ-030,Sequential,10,54.59,50.932868,0.933007,58.71,57.831493,0.985036,97.85,93.844578,0.959066,73.9025,7.411365,69.073142,285.0525,279.093446,0.979095
SQ-031-T01,SQ-031,Sequential,1,69.84,66.34851,0.950007,77.6,76.128432,0.981036,120.28,114.875302,0.955066,93.702,9.396972,85.67153,361.422,352.420746,0.975095
SQ-031-T01,SQ-031,Sequential,2,72.72,69.084531,0.950007,80.8,79.267749,0.981036,125.24,119.612427,0.955066,97.566,9.784476,89.204377,376.326,366.95356,0.975095
SQ-031-T01,SQ-031,Sequential,3,69.12,65.664505,0.950007,76.8,75.343603,0.981036,119.04,113.69102,0.955066,92.736,9.300096,84.788318,357.696,348.787542,0.975095
SQ-031-T01,SQ-031,Sequential,4,72,68.400526,0.950007,80,78.48292,0.981036,124,118.428146,0.955066,96.6,9.6876,88.321165,372.6,363.320356,0.975095
SQ-031-T01,SQ-031,Sequential,5,74.88,71.136547,0.950007,83.2,81.622236,0.981036,128.96,123.165272,0.955066,100.464,10.075104,91.854012,387.504,377.85317,0.975095
SQ-031-T01,SQ-031,Sequential,6,71.28,67.71652,0.950007,79.2,77.698091,0.981036,122.76,117.243865,0.955066,95.634,9.590724,87.437953,368.874,359.687153,0.975095
SQ-031-T01,SQ-031,Sequential,7,74.16,70.452541,0.950007,82.4,80.837407,0.981036,127.72,121.98099,0.955066,99.498,9.978228,90.9708,383.778,374.219967,0.975095
SQ-031-T01,SQ-031,Sequential,8,70.56,67.032515,0.950007,78.4,76.913261,0.981036,121.52,116.059583,0.955066,94.668,9.493848,86.554742,365.148,356.053949,0.975095
SQ-031-T01,SQ-031,Sequential,9,73.44,69.768536,0.950007,81.6,80.052578,0.981036,126.48,120.796709,0.955066,98.532,9.881352,90.087588,380.052,370.586763,0.975095
SQ-031-T01,SQ-031,Sequential,10,69.84,66.34851,0.950007,77.6,76.128432,0.981036,120.28,114.875302,0.955066,93.702,9.396972,85.67153,361.422,352.420746,0.975095
SQ-031-T02,SQ-031,Sequential,1,91,86.086664,0.946007,103,100.634759,0.977036,43,41.798825,0.972066,82.95,8.3187,73.862862,319.95,310.70181,0.971095
SQ-031-T02,SQ-031,Sequential,2,94.64,89.530131,0.946007,107.12,104.660149,0.977036,44.72,43.470778,0.972066,86.268,8.651448,76.817377,332.748,323.129883,0.971095
SQ-031-T02,SQ-031,Sequential,3,90.09,85.225798,0.946007,101.97,99.628412,0.977036,42.57,41.380837,0.972066,82.1205,8.235513,73.124233,316.7505,307.594792,0.971095
SQ-031-T02,SQ-031,Sequential,4,93.73,88.669264,0.946007,106.09,103.653802,0.977036,44.29,43.05279,0.972066,85.4385,8.568261,76.078748,329.5485,320.022865,0.971095
SQ-031-T02,SQ-031,Sequential,5,89.18,84.364931,0.946007,100.94,98.622064,0.977036,42.14,40.962848,0.972066,81.291,8.152326,72.385605,313.551,304.487774,0.971095
SQ-031-T02,SQ-031,Sequential,6,92.82,87.808398,0.946007,105.06,102.647454,0.977036,43.86,42.634801,0.972066,84.609,8.485074,75.340119,326.349,316.915846,0.971095
SQ-031-T02,SQ-031,Sequential,7,88.27,83.504064,0.946007,99.91,97.615716,0.977036,41.71,40.54486,0.972066,80.4615,8.069139,71.646976,310.3515,301.380756,0.971095
